Town,Year,Call Reason,Action,Count
Wendell,2021,NOISE COMPLAINT,Services Rendered,4
Wendell,2021,NOISE COMPLAINT,TRANSFERRED TO STATE POLICE,7
Wendell,2021,NOTIFICATION,Call Given to an Officer,1
Wendell,2021,NOTIFICATION,Faxed To Station,1
Wendell,2021,NOTIFICATION,Notification,2
Wendell,2021,NOTIFICATION,Services Rendered,1
Wendell,2021,OFFICER WANTED,Investigated,4
Wendell,2021,OFFICER WANTED,Report Taken,1
Wendell,2021,OFFICER WANTED,Peace Restored,1
Wendell,2021,OFFICER WANTED,Services Rendered,2
Wendell,2021,PAPERWORK SERVICE,Dispatch Handled,1
Wendell,2021,PAPERWORK SERVICE,Negative Contact,8
Wendell,2021,PAPERWORK SERVICE,Notification,1
Wendell,2021,PAPERWORK SERVICE,SERVED IN HAND,16
Wendell,2021,PAPERWORK SERVICE,Services Rendered,1
Wendell,2021,PARKING COMPLAINT,No Action Required,1
Wendell,2021,PARKING COMPLAINT,Verbal Warning,1
Wendell,2021,PATROL AREA,Checks Okay,2
Wendell,2021,PATROL AREA,Investigated,1
Wendell,2021,PATROL AREA,Services Rendered,5
Wendell,2021,RADAR/TRAFFIC ENFORCEMENT,No Action Required,51
Wendell,2021,RADAR/TRAFFIC ENFORCEMENT,Report Taken,1
Wendell,2021,RADAR/TRAFFIC ENFORCEMENT,Services Rendered,42
Wendell,2021,RADAR/TRAFFIC ENFORCEMENT,Verbal Warning,1
Wendell,2021,ROLLING 9,Investigated,2
Wendell,2021,SAFETY HAZARD,Investigated,2
Wendell,2021,SAFETY HAZARD,Taken/Referred to Other Agency,2
Wendell,2021,SAFETY HAZARD,Transferred/Ref to Highway,2
Wendell,2021,SHOTS FIRED,Unfounded,1
Wendell,2021,SMOKE INVESTIGATION,Report Taken,1
Wendell,2021,SOLICITING,Call Given to an Officer,1
Wendell,2021,SUSPICIOUS PERSON,Investigated,2
Wendell,2021,SUSPICIOUS ACTIVITY,Investigated,1
Wendell,2021,SUSPICIOUS ACTIVITY,TRANSFERRED TO STATE POLICE,2
Wendell,2021,SUSPICIOUS ACTIVITY,Unfounded,1
Wendell,2021,SUICIDE THREAT,ATHOL MEMORIAL HOSPITAL,1
Wendell,2021,SUSPICIOUS VEHICLE,Could Not Locate,1
Wendell,2021,SUSPICIOUS VEHICLE,Investigated,2
Wendell,2021,SUSPICIOUS VEHICLE,Negative Contact,1
Wendell,2021,THREAT,Call Given to an Officer,1
Wendell,2021,TRAFFIC HAZARD,Gone On Arrival,1
Wendell,2021,TRAFFIC HAZARD,Investigated,1
Wendell,2021,TRAFFIC HAZARD,No Action Required,1
Wendell,2021,TRAFFIC HAZARD,Removed Hazard,3
Wendell,2021,TRAFFIC HAZARD,Taken/Referred to Other Agency,2
Wendell,2021,TRAFFIC HAZARD,Services Rendered,3
Wendell,2021,TRAFFIC HAZARD,Transferred/Ref to Highway,1
Wendell,2021,TRAFFIC HAZARD,Transferred/Ref to Utility,1
Wendell,2021,TRAFFIC CONTROL,No Action Required,1
Wendell,2021,TRAFFIC CONTROL,Services Rendered,4
Wendell,2021,TRESPASS,Investigated,1
Wendell,2021,TRESPASS,Notification,1
Wendell,2021,TRESPASS,Removed Hazard,1
Wendell,2021,TRESPASS,Services Rendered,1
Wendell,2021,TRUANT,Services Rendered,1
Wendell,2021,VANDALISM,Investigated,1
Wendell,2021,VANDALISM,Report Taken,2
Wendell,2021,VANDALISM,Services Rendered,1
Wendell,2021,SERVE WARRANT,Arrest(s) Made,1
Wendell,2021,SERVE WARRANT,Negative Contact,3
Wendell,2022,DETAIL REQUEST,Notification,1
Wendell,2022,FIREARMS LICENSING,Notification,1
Wendell,2022,BRUSH FIRE,Investigated,1
Wendell,2022,VEHICLE FIRE,Extinguished,1
Wendell,2022,GENERAL INFO,Notification,1
Wendell,2022,MEDICAL EMERGENCY,Investigated,1
Wendell,2022,MISSING PERSON,Investigated,1
Wendell,2022,MOTOR VEHICLE ACCIDENT NO INJU,Investigated,1
Wendell,2022,MOTOR VEHICLE ACCIDENT NO INJU,Unfounded,1
Wendell,2022,MOTOR VEHICLE VIOLATION,Investigated,1
Wendell,2022,NOTIFICATION,Investigated,1
Wendell,2022,NOTIFICATION,Notification,1
Wendell,2022,OFFICER WANTED,Investigated,1
Wendell,2022,PAPERWORK SERVICE,Investigated,1
Wendell,2022,PATROL AREA,Investigated,1
Wendell,2022,SAFETY HAZARD,Investigated,1
Wendell,2022,SUSPICIOUS PERSON,Investigated,1
Wendell,2022,SUICIDE THREAT,Investigated,1
Wendell,2022,TRAFFIC HAZARD,Investigated,1
Wendell,2022,TRAFFIC HAZARD,Unfounded,1
Wendell,2022,"FIRE, OTHER NON-SPECIFIC",Extinguished,2
Wendell,2022,FOLLOW UP INVESTIGATION,Notification,2
Wendell,2022,MOTOR VEHICLE COMPLAINT,Investigated,2
Wendell,2022,SUSPICIOUS ACTIVITY,Investigated,2
Wendell,2022,BRUSH FIRE,Extinguished,4
Wendell,2022,INVESTIGATION,Investigated,4
Wendell,2022,SUSPICIOUS VEHICLE,Investigated,4
Wendell,2022,FOLLOW UP INVESTIGATION,Investigated,7
Wendell,2022,FIRE ALARM,FALSE Alarm,2
Wendell,2022,ALARM BURGLAR OR HOLDUP,Building Checked/Secured,1
Wendell,2022,BUILDING/LOCATION CHECK,Building Checked/Secured,13
Wendell,2022,ANIMAL COMPLAINT,Negative Contact,1
Wendell,2022,CHECK WELFARE,Negative Contact,2
Wendell,2022,911 CALL,Dispatch Handled,3
Wendell,2022,BURN/AGRI PERMIT,Dispatch Handled,1
Wendell,2022,Civil Issue,Dispatch Handled,1
Wendell,2022,911 CALL,NOBODY HOME,1
Wendell,2022,CHECK WELFARE,NOBODY HOME,1
Wendell,2022,ASSIST CITIZEN,Good Intent,3
Wendell,2022,BUILDING/LOCATION CHECK,Good Intent,1
Wendell,2022,CHECK WELFARE,Arrest(s) Made,1
Wendell,2022,911 CALL,CONFIRMED MIS-DIAL,1
Wendell,2022,911 MIS DIAL,CONFIRMED MIS-DIAL,2
Wendell,2022,911 CALL,Checks Okay,2
Wendell,2022,ALARM BURGLAR OR HOLDUP,Checks Okay,3
Wendell,2022,BUILDING/LOCATION CHECK,Checks Okay,304
Wendell,2022,CHECK WELFARE,Checks Okay,1
Wendell,2022,CHECK WELFARE,Patient Refusal,1
Wendell,2022,911 CALL,Services Rendered,1
Wendell,2022,911 MIS DIAL,Services Rendered,1
Wendell,2022,ABANDONED MV,Services Rendered,1
Wendell,2022,ADMINISTRATIVE,Services Rendered,3
Wendell,2022,EMS ALARM - LIFELINE ACTIVATED,Services Rendered,1
Wendell,2022,FIRE ALARM,Services Rendered,1
Wendell,2022,ANIMAL COMPLAINT,Services Rendered,7
Wendell,2022,ASSIST CITIZEN,Services Rendered,8
Wendell,2022,ASSIST OTHER AGENCY,Services Rendered,9
Wendell,2022,ARTICLES LOST,Services Rendered,1
Wendell,2022,ARTICLES RECOVERED,Services Rendered,1
Wendell,2022,BUILDING/LOCATION CHECK,Services Rendered,3
Wendell,2022,CHECK WELFARE,Services Rendered,7
Wendell,2022,209A VIOLATION,Report Taken,1
Wendell,2022,ABANDONED MV,Report Taken,1
Wendell,2022,ANIMAL COMPLAINT,Report Taken,4
Wendell,2022,ASSIST CITIZEN,Report Taken,4
Wendell,2022,ASSAULT,Report Taken,2
Wendell,2022,BREAKING AND ENTERING,Report Taken,1
Wendell,2022,CHECK WELFARE,Report Taken,1
Wendell,2022,ABANDONED MV,Vehicle Towed,1
Wendell,2022,CARBON MONOXIDE HAZARD,Services Rendered,1
Wendell,2022,COMMUNITY POLICING,Good Intent,19
Wendell,2022,COMMUNITY POLICING,Services Rendered,12
Wendell,2022,COMPLAINT,Services Rendered,1
Wendell,2022,CSO FOLLOW UP,Services Rendered,3
Wendell,2022,Car vs. Deer,Report Taken,1
Wendell,2022,DISTURBANCE,Peace Restored,1
Wendell,2022,DISABLED MV,Checks Okay,1
Wendell,2022,DISABLED MV,Services Rendered,5
Wendell,2022,DISABLED MV,Vehicle Towed,1
Wendell,2022,DOMESTIC,Arrest(s) Made,2
Wendell,2022,FIREARMS LICENSING,Negative Contact,2
Wendell,2022,FIREARMS LICENSING,NOBODY HOME,1
Wendell,2022,FIREARMS LICENSING,Services Rendered,9
Wendell,2022,FOLLOW UP INVESTIGATION,Negative Contact,2
Wendell,2022,FOLLOW UP INVESTIGATION,Report Taken,7
Wendell,2022,FOLLOW UP INVESTIGATION,Services Rendered,6
Wendell,2022,FRAUD/SCAM,Report Taken,1
Wendell,2022,HARASSMENT,Report Taken,1
Wendell,2022,HARASSMENT,Services Rendered,1
Wendell,2022,ILLEGAL DUMPING,Report Taken,3
Wendell,2022,LARCENY,Report Taken,3
Wendell,2022,"LINE DOWN, POWER, PHONE OR CABL",Removed Hazard,1
Wendell,2022,"LINE DOWN, POWER, PHONE OR CABL",Services Rendered,4
Wendell,2022,LOCKOUT,Call Cancelled,1
Wendell,2022,MEDICAL EMERGENCY,Patient Refusal,3
Wendell,2022,MEDICAL EMERGENCY,Services Rendered,2
Wendell,2022,MISSING PERSON,Patient Refusal,1
Wendell,2022,MISCELLANEOUS,Dispatch Handled,1
Wendell,2022,MOTOR VEHICLE ACCIDENT NO INJU,Arrest(s) Made,1
Wendell,2022,MOTOR VEHICLE ACCIDENT NO INJU,Citation/Warning Issued,1
Wendell,2022,MOTOR VEHICLE ACCIDENT NO INJU,Report Taken,1
Wendell,2022,MOTOR VEHICLE ACCIDENT NO INJU,Vehicle Towed,5
Wendell,2022,MOTOR VEHICLE COMPLAINT,Negative Contact,1
Wendell,2022,MOTOR VEHICLE COMPLAINT,Report Taken,6
Wendell,2022,MOTOR VEHICLE COMPLAINT,Services Rendered,1
Wendell,2022,MOTOR VEHICLE ACCIDE W/INJURY,Vehicle Towed,1
Wendell,2022,MOTOR VEHICLE VIOLATION,Citation/Warning Issued,4
Wendell,2022,MOTOR VEHICLE VIOLATION,Verbal Warning,8
Wendell,2022,NOISE COMPLAINT,Services Rendered,1
Wendell,2022,NOTIFICATION,Call Cancelled,1
Wendell,2022,NOTIFICATION,Report Taken,1
Wendell,2022,NOTIFICATION,Services Rendered,1
Wendell,2022,OFFICER WANTED,Negative Contact,2
Wendell,2022,OFFICER WANTED,Report Taken,4
Wendell,2022,OFFICER WANTED,Services Rendered,5
Wendell,2022,PAPERWORK SERVICE,Good Intent,1
Wendell,2022,PAPERWORK SERVICE,Negative Contact,8
Wendell,2022,PAPERWORK SERVICE,Services Rendered,3
Wendell,2022,PATROL AREA,Checks Okay,5
Wendell,2022,PATROL AREA,Services Rendered,21
Wendell,2022,RADAR/TRAFFIC ENFORCEMENT,Citation/Warning Issued,1
Wendell,2022,RADAR/TRAFFIC ENFORCEMENT,Services Rendered,30
Wendell,2022,RADAR/TRAFFIC ENFORCEMENT,Verbal Warning,2
Wendell,2022,SAFETY HAZARD,Services Rendered,1
Wendell,2022,SEARCH,Services Rendered,1
Wendell,2022,SERVICE CALL,Services Rendered,2
Wendell,2022,SMOKE INVESTIGATION,Services Rendered,1
Wendell,2022,SOLICITING,Services Rendered,1
Wendell,2022,SUMMONS SERVICE,Negative Contact,1
Wendell,2022,SUSPICIOUS PERSON,Services Rendered,1
Wendell,2022,SUSPICIOUS PACKAGE,Checks Okay,1
Wendell,2022,SUSPICIOUS ACTIVITY,Report Taken,3
Wendell,2022,SUSPICIOUS ACTIVITY,Services Rendered,1
Wendell,2022,SUSPICIOUS VEHICLE,Checks Okay,1
Wendell,2022,TRAFFIC HAZARD,Negative Contact,1
Wendell,2022,TRAFFIC HAZARD,Removed Hazard,5
Wendell,2022,TRAFFIC HAZARD,Services Rendered,4
Wendell,2022,TRAFFIC CONTROL,Services Rendered,1
Wendell,2022,TRESPASS,Report Taken,2
Wendell,2022,UNWANTED PERSON,Services Rendered,1
Wendell,2022,SERVE WARRANT,Negative Contact,2
Wendell,2022,SERVE WARRANT,NOBODY HOME,1
Wendell,2022,ANIMAL COMPLAINT,Referred to Animal Control,12
Wendell,2022,ANIMAL COMPLAINT,Gone On Arrival,1
Wendell,2022,MOTOR VEHICLE COMPLAINT,Gone On Arrival,1
Wendell,2022,SUSPICIOUS VEHICLE,Gone On Arrival,1
Wendell,2022,EMS ALARM - LIFELINE ACTIVATED,FRANKLIN MEDICAL CENTER,2
Wendell,2022,BUILDING/LOCATION CHECK,CHESHIRE MEDICAL CENTER,1
Wendell,2022,CHECK WELFARE,FRANKLIN MEDICAL CENTER,2
Wendell,2022,MEDICAL EMERGENCY,FRANKLIN MEDICAL CENTER,30
Wendell,2022,MOTOR VEHICLE ACCIDENT NO INJU,FRANKLIN MEDICAL CENTER,1
Wendell,2022,Section 12,FRANKLIN MEDICAL CENTER,1
Wendell,2022,MOTOR VEHICLE ACCIDENT NO INJU,UMASS MEDICAL CTR,1
Wendell,2022,ANIMAL COMPLAINT,Taken to Family/Guardian/Other,1
Wendell,2022,CHECK WELFARE,Taken to Family/Guardian/Other,1
Wendell,2022,OFFICER WANTED,Taken to Family/Guardian/Other,1
Wendell,2022,209A SERVICE,SERVED IN HAND,3
Wendell,2022,FIREARMS LICENSING,SERVED IN HAND,3
Wendell,2022,PAPERWORK SERVICE,SERVED IN HAND,8
Wendell,2022,SAFETY HAZARD,Transferred/Ref to Highway,1
Wendell,2022,TRAFFIC HAZARD,Transferred/Ref to Highway,1
Wendell,2022,EMS ALARM - LIFELINE ACTIVATED,ATHOL MEMORIAL HOSPITAL,2
Wendell,2022,MEDICAL EMERGENCY,ATHOL MEMORIAL HOSPITAL,22
Wendell,2022,ANIMAL COMPLAINT,Could Not Locate,1
Wendell,2022,CHECK WELFARE,Could Not Locate,1
Wendell,2022,DISABLED MV,Could Not Locate,2
Wendell,2022,SUICIDE THREAT,Could Not Locate,1
Wendell,2022,ANIMAL COMPLAINT,Taken/Referred to Other Agency,3
Wendell,2022,MEDICAL EMERGENCY,Taken/Referred to Other Agency,1
Wendell,2022,MEDICAL EMERGENCY,No Transport/Patient Refusal,2
Wendell,2022,RESCUE CALL,No Transport/Patient Refusal,1
Wendell,2022,ABANDONED MV,No Action Required,1
Wendell,2022,DISABLED MV,No Action Required,2
Wendell,2022,FOLLOW UP INVESTIGATION,No Action Required,1
Wendell,2022,MISCELLANEOUS,No Action Required,1
Wendell,2022,NOTIFICATION,No Action Required,1
Wendell,2022,PATROL AREA,No Action Required,7
Wendell,2022,RADAR/TRAFFIC ENFORCEMENT,No Action Required,27
Wendell,2022,SUSPICIOUS VEHICLE,No Action Required,1
Wendell,2022,TRAFFIC HAZARD,No Action Required,1
Wendell,2022,ABANDONED 911 CALL,TRANSFERRED TO STATE POLICE,1
Wendell,2022,911 CALL,TRANSFERRED TO STATE POLICE,1
Wendell,2022,911 HANG UP,TRANSFERRED TO STATE POLICE,2
Wendell,2022,ALARM BURGLAR OR HOLDUP,TRANSFERRED TO STATE POLICE,3
Wendell,2022,CHECK WELFARE,TRANSFERRED TO STATE POLICE,4
Wendell,2022,Car vs. Deer,TRANSFERRED TO STATE POLICE,2
Wendell,2022,DISTURBANCE,TRANSFERRED TO STATE POLICE,1
Wendell,2022,HARASSMENT,TRANSFERRED TO STATE POLICE,1
Wendell,2022,MOTOR VEHICLE COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2022,NOISE COMPLAINT,TRANSFERRED TO STATE POLICE,1
Wendell,2022,OFFICER WANTED,TRANSFERRED TO STATE POLICE,3
Wendell,2022,SUSPICIOUS VEHICLE,TRANSFERRED TO STATE POLICE,1
Wendell,2022,ARTICLES RECOVERED,Faxed To Station,1
Wendell,2022,NOISE COMPLAINT,Faxed To Station,1
Wendell,2022,ABANDONED 911 CALL,Call Given to an Officer,1
Wendell,2022,911 MIS DIAL,Call Given to an Officer,2
Wendell,2022,ASSIST CITIZEN,Call Given to an Officer,1
Wendell,2022,ASSIST OTHER AGENCY,Call Given to an Officer,1
Wendell,2022,CHECK WELFARE,Call Given to an Officer,1
Wendell,2022,DRUG OFFENSE,Call Given to an Officer,1
Wendell,2022,DETAIL REQUEST,Call Given to an Officer,1
Wendell,2022,GENERAL INFO,Call Given to an Officer,12
Wendell,2022,NOTIFICATION,Call Given to an Officer,4
Wendell,2022,"LINE DOWN, POWER, PHONE OR CABL",Transferred/Ref to Utility,1
Wendell,2022,SAFETY HAZARD,Transferred/Ref to Utility,2
Wendell,2022,TRAFFIC HAZARD,Transferred/Ref to Utility,1
Wendell,2022,ABANDONED 911 CALL,ACCIDENTAL,1
Wendell,2022,911 CALL,Investigated,1
Wendell,2022,ALARM BURGLAR OR HOLDUP,Investigated,2
Wendell,2022,EMS ALARM - LIFELINE ACTIVATED,ACCIDENTAL,1
Wendell,2022,FIRE ALARM,Investigated,5
Wendell,2022,ANIMAL COMPLAINT,Investigated,3
Wendell,2022,ASSIST CITIZEN,Notification,1
Wendell,2022,ASSIST OTHER AGENCY,Investigated,1
Wendell,2022,ASSIST OTHER AGENCY,Notification,1
Wendell,2022,BUILDING/LOCATION CHECK,Investigated,2
Wendell,2022,CHECK WELFARE,Investigated,2
