"town","year","call_reason","actionname","actioncount"
"Wendell",2019-01-01,"NOISE COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"NOTIFICATION","Checks Okay",1
"Wendell",2019-01-01,"NOTIFICATION","Call Given to an Officer",8
"Wendell",2019-01-01,"NOTIFICATION","Faxed To Station",1
"Wendell",2019-01-01,"NOTIFICATION","No Action Required",1
"Wendell",2019-01-01,"NOTIFICATION","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"OPEN DOOR","Building Checked/Secured",1
"Wendell",2019-01-01,"ODOR INVESTIGATION","Investigated",1
"Wendell",2019-01-01,"OFFICER WANTED","Call Given to an Officer",4
"Wendell",2019-01-01,"OFFICER WANTED","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"PAPERWORK SERVICE","Negative Contact",1
"Wendell",2019-01-01,"REPOSSESSION","No Action Required",1
"Wendell",2019-01-01,"SAFETY HAZARD","Investigated",1
"Wendell",2019-01-01,"SAFETY HAZARD","Services Rendered",1
"Wendell",2019-01-01,"SERVICE CALL","Services Rendered",1
"Wendell",2019-01-01,"SHOTS FIRED","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"SUICIDE COMMITTED","Services Rendered",1
"Wendell",2019-01-01,"SUSPICIOUS PERSON","Investigated",1
"Wendell",2019-01-01,"SUSPICIOUS PERSON","TRANSFERRED TO STATE POLICE",1
"Wendell",2019-01-01,"SUICIDE THREAT","Patient Refusal",1
"Wendell",2019-01-01,"SUSPICIOUS VEHICLE","Call Given to an Officer",1
"Wendell",2019-01-01,"SUSPICIOUS VEHICLE","Notification",1
"Wendell",2019-01-01,"TRAFFIC HAZARD","No Action Required",1
"Wendell",2019-01-01,"TRAFFIC HAZARD","Removed Hazard",1
"Wendell",2019-01-01,"TRAFFIC HAZARD","Taken/Referred to Other Agency ",1
"Wendell",2019-01-01,"TRESPASS","Call Given to an Officer",3
"Wendell",2019-01-01,"VANDALISM","Call Given to an Officer",1
"Wendell",2019-01-01,"SERVE WARRANT","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"209A SERVICE","SERVED IN HAND",1
"Wendell",2020-01-01,"ABANDONED 911 CALL","Services Rendered",1
"Wendell",2020-01-01,"911 CALL","CONFIRMED MIS-DIAL",2
"Wendell",2020-01-01,"911 CALL","Call Given to an Officer",3
"Wendell",2020-01-01,"911 CALL","Dispatch Handled",10
"Wendell",2020-01-01,"911 CALL","FRANKLIN MEDICAL CENTER",1
"Wendell",2020-01-01,"911 CALL","Investigated",2
"Wendell",2020-01-01,"911 CALL","Report Taken",1
"Wendell",2020-01-01,"911 CALL","Services Rendered",1
"Wendell",2020-01-01,"911 CALL","TRANSFERRED TO STATE POLICE",3
"Wendell",2020-01-01,"911 HANG UP","CONFIRMED MIS-DIAL",2
"Wendell",2020-01-01,"911 HANG UP","Call Given to an Officer",1
"Wendell",2020-01-01,"911 HANG UP","Taken/Referred to Other Agency ",1
"Wendell",2020-01-01,"911 HANG UP","TRANSFERRED TO STATE POLICE",2
"Wendell",2020-01-01,"911 MIS DIAL","CONFIRMED MIS-DIAL",1
"Wendell",2020-01-01,"911 MIS DIAL","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"ALARM BURGLAR OR HOLDUP","TRANSFERRED TO STATE POLICE",2
"Wendell",2020-01-01,"EMS ALARM - LIFELINE ACTIVATED","ACCIDENTAL",1
"Wendell",2020-01-01,"EMS ALARM - LIFELINE ACTIVATED","ATHOL MEMORIAL HOSPITAL",2
"Wendell",2020-01-01,"EMS ALARM - LIFELINE ACTIVATED","False Alarm",1
"Wendell",2020-01-01,"EMS ALARM - LIFELINE ACTIVATED","FRANKLIN MEDICAL CENTER",1
"Wendell",2020-01-01,"EMS ALARM - LIFELINE ACTIVATED","Investigated",1
"Wendell",2020-01-01,"EMS ALARM - LIFELINE ACTIVATED","No Transport/ Patient Refusal",1
"Wendell",2020-01-01,"FIRE ALARM","Call Cancelled",1
"Wendell",2020-01-01,"FIRE ALARM","False Alarm",2
"Wendell",2020-01-01,"FIRE ALARM","Investigated",1
"Wendell",2020-01-01,"ANIMAL COMPLAINT","Unknown",1
"Wendell",2020-01-01,"ANIMAL COMPLAINT","Call Given to an Officer",2
"Wendell",2020-01-01,"ANIMAL COMPLAINT","Good Intent",1
"Wendell",2020-01-01,"ANIMAL COMPLAINT","Report Taken",1
"Wendell",2020-01-01,"ASSIST CITIZEN","Call Given to an Officer",1
"Wendell",2020-01-01,"ASSIST CITIZEN","Services Rendered",2
"Wendell",2020-01-01,"ASSIST OTHER AGENCY","Call Given to an Officer",1
"Wendell",2020-01-01,"ASSIST OTHER AGENCY","Could Not Locate",1
"Wendell",2020-01-01,"ASSIST OTHER AGENCY","Services Rendered",3
"Wendell",2020-01-01,"BREAKING & ENTERING PAST","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"BUILDING/LOCATION CHECK","Negative Contact",1
"Wendell",2020-01-01,"CHIMNEY FIRE","Extinguished",1
"Wendell",2020-01-01,"CHECK WELFARE","Building Checked/Secured",1
"Wendell",2020-01-01,"CHECK WELFARE","Checks Okay",1
"Wendell",2020-01-01,"CHECK WELFARE","Investigated",2
"Wendell",2020-01-01,"CHECK WELFARE","No Transport/ Patient Refusal",1
"Wendell",2020-01-01,"CHECK WELFARE","Taken to Family/Guardian/Other ",1
"Wendell",2020-01-01,"CHECK WELFARE","TRANSFERRED TO STATE POLICE",2
"Wendell",2020-01-01,"CHECK WELFARE","Unfounded",1
"Wendell",2020-01-01,"CARBON MONOXIDE HAZARD","Checks Okay",1
"Wendell",2020-01-01,"CARBON MONOXIDE HAZARD","Removed Hazard",1
"Wendell",2020-01-01,"CARBON MONOXIDE HAZARD","Services Rendered",1
"Wendell",2020-01-01,"COMMUNITY POLICING","Notification",1
"Wendell",2020-01-01,"COMPLAINT","Call Given to an Officer",2
"Wendell",2020-01-01,"COMPLAINT","Report Taken",1
"Wendell",2020-01-01,"COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"DEATH","Taken/Referred to Other Agency ",1
"Wendell",2020-01-01,"DEATH","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"DISTURBANCE","No Transport/ Patient Refusal",1
"Wendell",2020-01-01,"DISTURBANCE","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"DISABLED MV","Good Intent",1
"Wendell",2020-01-01,"DISABLED MV","Investigated",1
"Wendell",2020-01-01,"DRUNK","ATHOL MEMORIAL HOSPITAL",1
"Wendell",2020-01-01,"Drill/Testing","Services Rendered",1
"Wendell",2020-01-01,"DETAIL REQUEST","Call Given to an Officer",1
"Wendell",2020-01-01,"EXPLOSION","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"FIREARMS LICENSING","Call Given to an Officer",2
"Wendell",2020-01-01,"BRUSH FIRE","Extinguished",2
"Wendell",2020-01-01,"BRUSH FIRE","Services Rendered",1
"Wendell",2020-01-01,"FIRE, OTHER NON-SPECIFIC","Extinguished",1
"Wendell",2020-01-01,"FIRE WORKS","TRANSFERRED TO STATE POLICE",2
"Wendell",2020-01-01,"FIRE WORKS","Unfounded",1
"Wendell",2020-01-01,"FOLLOW UP INVESTIGATION","Investigated",2
"Wendell",2020-01-01,"FOLLOW UP INVESTIGATION","Negative Contact",1
"Wendell",2020-01-01,"FOLLOW UP INVESTIGATION","Services Rendered",1
"Wendell",2020-01-01,"FRAUD/SCAM","Report Taken",3
"Wendell",2020-01-01,"GAS LEAK","Investigated",1
"Wendell",2020-01-01,"GENERAL INFO","Call Given to an Officer",9
"Wendell",2020-01-01,"GENERAL INFO","Dispatch Handled",1
"Wendell",2020-01-01,"GENERAL INFO","Taken/Referred to Other Agency ",1
"Wendell",2020-01-01,"HARASSMENT","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"ILLEGAL BURN","Investigated",3
"Wendell",2020-01-01,"INVESTIGATION","Investigated",1
"Wendell",2020-01-01,"INVESTIGATION","Report Taken",1
"Wendell",2020-01-01,"INVESTIGATION","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"LARCENY","Call Given to an Officer",2
"Wendell",2020-01-01,"LARCENY","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Investigated",1
"Wendell",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","No Action Required",1
"Wendell",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Removed Hazard",2
"Wendell",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Taken/Referred to Other Agency ",1
"Wendell",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Services Rendered",7
"Wendell",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Utility",7
"Wendell",2020-01-01,"LOCKOUT","Dispatch Handled",1
"Wendell",2020-01-01,"LOCKOUT","No Action Required",1
"Wendell",2020-01-01,"MEDICAL EMERGENCY","ATHOL MEMORIAL HOSPITAL",8
"Wendell",2020-01-01,"MEDICAL EMERGENCY","Call Cancelled",1
"Wendell",2020-01-01,"MEDICAL EMERGENCY","FRANKLIN MEDICAL CENTER",16
"Wendell",2020-01-01,"MEDICAL EMERGENCY","Patient Refusal",6
"Wendell",2020-01-01,"MEDICAL EMERGENCY","Services Rendered",1
"Wendell",2020-01-01,"MEDICAL EMERGENCY","Unfounded",1
"Wendell",2020-01-01,"MISSING PERSON","No Action Required",1
"Wendell",2020-01-01,"MISSING PERSON","Services Rendered",1
"Wendell",2020-01-01,"MISSING PERSON","TRANSFERRED TO STATE POLICE",3
"Wendell",2020-01-01,"MISCELLANEOUS","Taken/Referred to Other Agency ",1
"Wendell",2020-01-01,"MISCELLANEOUS","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Report Taken",3
"Wendell",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Services Rendered",1
"Wendell",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","TRANSFERRED TO STATE POLICE",4
"Wendell",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Vehicle Towed",7
"Wendell",2020-01-01,"MOTOR VEHICLE COMPLAINT","Call Given to an Officer",2
"Wendell",2020-01-01,"MOTOR VEHICLE COMPLAINT","TRANSFERRED TO STATE POLICE",2
"Wendell",2020-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","UMASS MEDICAL CTR",1
"Wendell",2020-01-01,"MOTOR VEHICLE RECOVERED","Call Given to an Officer",1
"Wendell",2020-01-01,"MOTOR VEHICLE VIOLATION","Citation/Warning Issued",3
"Wendell",2020-01-01,"MOTOR VEHICLE VIOLATION","Vehicle Towed",1
"Wendell",2020-01-01,"NOISE COMPLAINT","Call Given to an Officer",3
"Wendell",2020-01-01,"NOISE COMPLAINT","Peace Restored",1
"Wendell",2020-01-01,"NOTIFICATION","Call Given to an Officer",11
"Wendell",2020-01-01,"NOTIFICATION","No Action Required",1
"Wendell",2020-01-01,"NOTIFICATION","Notification",1
"Wendell",2020-01-01,"NOTIFICATION","Services Rendered",1
"Wendell",2020-01-01,"OFFICER WANTED","Call Given to an Officer",2
"Wendell",2020-01-01,"OFFICER WANTED","Investigated",1
"Wendell",2020-01-01,"OFFICER WANTED","Report Taken",1
"Wendell",2020-01-01,"OFFICER WANTED","Services Rendered",1
"Wendell",2020-01-01,"OFFICER WANTED","TRANSFERRED TO STATE POLICE",2
"Wendell",2020-01-01,"PAPERWORK SERVICE","Could Not Locate",1
"Wendell",2020-01-01,"PAPERWORK SERVICE","Negative Contact",4
"Wendell",2020-01-01,"PAPERWORK SERVICE","SERVED IN HAND",7
"Wendell",2020-01-01,"PAPERWORK SERVICE","Services Rendered",4
"Wendell",2020-01-01,"PATROL AREA","Checks Okay",1
"Wendell",2020-01-01,"ROLLING 9","Investigated",1
"Wendell",2020-01-01,"SAFETY HAZARD","Investigated",1
"Wendell",2020-01-01,"SAFETY HAZARD","Taken/Referred to Other Agency ",1
"Wendell",2020-01-01,"SAFETY HAZARD","Report Taken",2
"Wendell",2020-01-01,"SAFETY HAZARD","Services Rendered",3
"Wendell",2020-01-01,"SAFETY HAZARD","Transferred/Ref to Highway",1
"Wendell",2020-01-01,"SAFETY HAZARD","TRANSFERRED TO STATE POLICE",2
"Wendell",2020-01-01,"SAFETY HAZARD","Transferred/Ref to Utility",2
"Wendell",2020-01-01,"Section 12","FRANKLIN MEDICAL CENTER",1
"Wendell",2020-01-01,"SERVICE CALL","FRANKLIN MEDICAL CENTER",1
"Wendell",2020-01-01,"SHOTS FIRED","Investigated",2
"Wendell",2020-01-01,"SHOTS FIRED","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"SMOKE INVESTIGATION","Extinguished",1
"Wendell",2020-01-01,"SMOKE INVESTIGATION","Unfounded",1
"Wendell",2020-01-01,"SOLICITING","Dispatch Handled",1
"Wendell",2020-01-01,"SOLICITING","No Action Required",1
"Wendell",2020-01-01,"SEX OFFENDER REGISTRATION","Services Rendered",4
"Wendell",2020-01-01,"SUICIDE COMMITTED","Investigated",1
"Wendell",2020-01-01,"SUSPICIOUS PERSON","Call Given to an Officer",1
"Wendell",2020-01-01,"SUSPICIOUS PERSON","Investigated",2
"Wendell",2020-01-01,"SUSPICIOUS ACTIVITY","Investigated",1
"Wendell",2020-01-01,"SUSPICIOUS ACTIVITY","Report Taken",2
"Wendell",2020-01-01,"SUSPICIOUS ACTIVITY","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"SUSPICIOUS VEHICLE","Unknown",1
"Wendell",2020-01-01,"SUSPICIOUS VEHICLE","Call Given to an Officer",1
"Wendell",2020-01-01,"SUSPICIOUS VEHICLE","Investigated",1
"Wendell",2020-01-01,"THREAT","Call Given to an Officer",1
"Wendell",2020-01-01,"THREAT","TRANSFERRED TO STATE POLICE",1
"Wendell",2020-01-01,"TRAFFIC HAZARD","Removed Hazard",1
"Wendell",2020-01-01,"TRAFFIC HAZARD","Taken/Referred to Other Agency ",1
"Wendell",2020-01-01,"TRAFFIC HAZARD","Services Rendered",2
"Wendell",2020-01-01,"TRAFFIC HAZARD","Transferred/Ref to Highway",2
"Wendell",2020-01-01,"TRAFFIC HAZARD","Unfounded",1
"Wendell",2021-01-01,"209A SERVICE","Report Taken",1
"Wendell",2021-01-01,"ABANDONED 911 CALL","Investigated",1
"Wendell",2021-01-01,"ABANDONED 911 CALL","No Action Required",1
"Wendell",2021-01-01,"ABANDONED 911 CALL","TRANSFERRED TO STATE POLICE",1
"Wendell",2021-01-01,"911 CALL","ACCIDENTAL",1
"Wendell",2021-01-01,"911 CALL","CONFIRMED MIS-DIAL",3
"Wendell",2021-01-01,"911 CALL","Dispatch Handled",4
"Wendell",2021-01-01,"911 CALL","Investigated",1
"Wendell",2021-01-01,"911 CALL","No Action Required",2
"Wendell",2021-01-01,"911 CALL","NOBODY HOME",1
"Wendell",2021-01-01,"911 CALL","Taken/Referred to Other Agency ",1
"Wendell",2021-01-01,"911 CALL","Services Rendered",1
"Wendell",2021-01-01,"911 CALL","TRANSFERRED TO STATE POLICE",3
"Wendell",2021-01-01,"911 HANG UP","CONFIRMED MIS-DIAL",2
"Wendell",2021-01-01,"911 HANG UP","No Transport/ Patient Refusal",1
"Wendell",2021-01-01,"911 HANG UP","Services Rendered",1
"Wendell",2021-01-01,"911 HANG UP","TRANSFERRED TO STATE POLICE",1
"Wendell",2021-01-01,"911 MIS DIAL","CONFIRMED MIS-DIAL",4
"Wendell",2021-01-01,"911 MIS DIAL","Dispatch Handled",1
"Wendell",2021-01-01,"911 MIS DIAL","TRANSFERRED TO STATE POLICE",2
"Wendell",2021-01-01,"ABANDONED MV","Call Cancelled",1
"Wendell",2021-01-01,"ABANDONED MV","Vehicle Towed",1
"Wendell",2021-01-01,"ADMINISTRATIVE","Services Rendered",3
"Wendell",2021-01-01,"ALARM BURGLAR OR HOLDUP","Building Checked/Secured",2
"Wendell",2021-01-01,"ALARM BURGLAR OR HOLDUP","TRANSFERRED TO STATE POLICE",1
"Wendell",2021-01-01,"EMS ALARM - LIFELINE ACTIVATED","ATHOL MEMORIAL HOSPITAL",1
"Wendell",2021-01-01,"EMS ALARM - LIFELINE ACTIVATED","Call Cancelled",1
"Wendell",2021-01-01,"EMS ALARM - LIFELINE ACTIVATED","False Alarm",1
"Wendell",2021-01-01,"EMS ALARM - LIFELINE ACTIVATED","Services Rendered",1
"Wendell",2021-01-01,"FIRE ALARM","False Alarm",3
"Wendell",2021-01-01,"FIRE ALARM","Investigated",8
"Wendell",2021-01-01,"FIRE ALARM","Peace Restored",1
"Wendell",2021-01-01,"FIRE ALARM","Services Rendered",2
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Citation/Warning Issued",1
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Call Given to an Officer",1
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Referred to Animal Control",12
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Gone On Arrival",3
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Investigated",1
"Wendell",2021-01-01,"ANIMAL COMPLAINT","No Action Required",2
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Notification",2
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Taken/Referred to Other Agency ",1
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Report Taken",4
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Services Rendered",17
"Wendell",2021-01-01,"ANIMAL COMPLAINT","TRANSFERRED TO STATE POLICE",3
"Wendell",2021-01-01,"ANIMAL COMPLAINT","Unfounded",2
"Wendell",2021-01-01,"ASSIST CITIZEN","Call Given to an Officer",1
"Wendell",2021-01-01,"ASSIST CITIZEN","Report Taken",1
"Wendell",2021-01-01,"ASSIST CITIZEN","Services Rendered",1
"Wendell",2021-01-01,"ASSIST OTHER AGENCY","Negative Contact",1
"Wendell",2021-01-01,"ASSIST OTHER AGENCY","SERVED IN HAND",1
"Wendell",2021-01-01,"ASSIST OTHER AGENCY","Services Rendered",6
"Wendell",2021-01-01,"ASSIST OTHER AGENCY","TRANSFERRED TO STATE POLICE",1
"Wendell",2021-01-01,"ASSAULT","Investigated",1
"Wendell",2021-01-01,"ARTICLES RECOVERED","Good Intent",1
"Wendell",2021-01-01,"BE ON THE LOOK OUT","Call Given to an Officer",1
"Wendell",2021-01-01,"BE ON THE LOOK OUT","Investigated",1
"Wendell",2021-01-01,"BURN/AGRI PERMIT","Dispatch Handled",1
"Wendell",2021-01-01,"BUILDING/LOCATION CHECK","Building Checked/Secured",159
"Wendell",2021-01-01,"BUILDING/LOCATION CHECK","Checks Okay",33
"Wendell",2021-01-01,"BUILDING/LOCATION CHECK","Good Intent",4
"Wendell",2021-01-01,"BUILDING/LOCATION CHECK","No Action Required",4
"Wendell",2021-01-01,"BUILDING/LOCATION CHECK","Services Rendered",5
"Wendell",2021-01-01,"CHIMNEY FIRE","Extinguished",2
"Wendell",2021-01-01,"CHIMNEY FIRE","Services Rendered",1
"Wendell",2021-01-01,"CHECK WELFARE","FRANKLIN MEDICAL CENTER",1
"Wendell",2021-01-01,"CHECK WELFARE","Gone On Arrival",1
"Wendell",2021-01-01,"CHECK WELFARE","Investigated",5
"Wendell",2021-01-01,"CHECK WELFARE","Negative Contact",1
"Wendell",2021-01-01,"CHECK WELFARE","Patient Refusal",1
"Wendell",2021-01-01,"CHECK WELFARE","Peace Restored",1
"Wendell",2021-01-01,"CHECK WELFARE","Services Rendered",1
"Wendell",2021-01-01,"CRUISER MAINTENANCE","Services Rendered",2
"Wendell",2021-01-01,"CARBON MONOXIDE HAZARD","Investigated",2
"Wendell",2021-01-01,"CARBON MONOXIDE HAZARD","Services Rendered",1
"Wendell",2021-01-01,"COMMUNITY POLICING","Good Intent",3
"Wendell",2021-01-01,"COMMUNITY POLICING","No Action Required",2
"Wendell",2021-01-01,"COMMUNITY POLICING","Services Rendered",3
"Wendell",2021-01-01,"COMPLAINT","Investigated",1
"Wendell",2021-01-01,"COMPLAINT","No Action Required",1
"Wendell",2021-01-01,"COMPLAINT","Taken/Referred to Other Agency ",1
"Wendell",2021-01-01,"COMPLAINT","Report Taken",1
"Wendell",2021-01-01,"COMPLAINT","Services Rendered",2
"Wendell",2021-01-01,"COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Wendell",2021-01-01,"DISTURBANCE","ATHOL MEMORIAL HOSPITAL",1
"Wendell",2021-01-01,"DISTURBANCE","Dispatch Handled",1
"Wendell",2021-01-01,"DISTURBANCE","Report Taken",1
"Wendell",2021-01-01,"DISTURBANCE","Peace Restored",1
"Wendell",2021-01-01,"DISABLED MV","Checks Okay",1
"Wendell",2021-01-01,"DISABLED MV","Could Not Locate",1
"Wendell",2021-01-01,"DISABLED MV","Dispatch Handled",1
"Wendell",2021-01-01,"DISABLED MV","Gone On Arrival",2
"Wendell",2021-01-01,"DISABLED MV","Investigated",2
"Wendell",2021-01-01,"DISABLED MV","No Action Required",2
"Wendell",2021-01-01,"DISABLED MV","Report Taken",1
"Wendell",2021-01-01,"DISABLED MV","Services Rendered",2
"Wendell",2021-01-01,"DISABLED MV","Vehicle Towed",1
"Wendell",2021-01-01,"DOMESTIC","Taken/Referred to Other Agency ",1
"Wendell",2021-01-01,"DOMESTIC","Services Rendered",1
"Wendell",2021-01-01,"DETAIL REQUEST","Call Given to an Officer",4
"Wendell",2021-01-01,"ESCORT/TRANSPORT","Dispatch Handled",1
"Wendell",2021-01-01,"ESCORT/TRANSPORT","Services Rendered",3
"Wendell",2021-01-01,"FIREARMS LICENSING","No Action Required",1
"Wendell",2021-01-01,"FIREARMS LICENSING","Negative Contact",1
"Wendell",2021-01-01,"FIREARMS LICENSING","Notification",1
"Wendell",2021-01-01,"FIREARMS LICENSING","Services Rendered",6
"Wendell",2021-01-01,"BRUSH FIRE","Extinguished",3
"Wendell",2021-01-01,"BRUSH FIRE","Investigated",1
"Wendell",2021-01-01,"STRUCTURE FIRE","Extinguished",1
"Wendell",2021-01-01,"FIRE, OTHER NON-SPECIFIC","Extinguished",2
"Wendell",2021-01-01,"VEHICLE FIRE","Extinguished",1
"Wendell",2021-01-01,"FIRE WORKS","TRANSFERRED TO STATE POLICE",1
"Wendell",2021-01-01,"FOLLOW UP INVESTIGATION","Call Given to an Officer",1
"Wendell",2021-01-01,"FOLLOW UP INVESTIGATION","Investigated",2
"Wendell",2021-01-01,"FOLLOW UP INVESTIGATION","Negative Contact",2
"Wendell",2021-01-01,"FOLLOW UP INVESTIGATION","Notification",1
"Wendell",2021-01-01,"FOLLOW UP INVESTIGATION","Report Taken",3
"Wendell",2021-01-01,"FOLLOW UP INVESTIGATION","Services Rendered",1
"Wendell",2021-01-01,"FRAUD/SCAM","Call Given to an Officer",1
"Wendell",2021-01-01,"FRAUD/SCAM","Investigated",1
"Wendell",2021-01-01,"FRAUD/SCAM","Report Taken",2
"Wendell",2021-01-01,"GENERAL INFO","Call Given to an Officer",4
"Wendell",2021-01-01,"HARASSMENT","Investigated",1
"Wendell",2021-01-01,"HARASSMENT","Report Taken",1
"Wendell",2021-01-01,"ILLEGAL BURN","Extinguished",2
"Wendell",2021-01-01,"INVESTIGATION","Checks Okay",1
"Wendell",2021-01-01,"INVESTIGATION","Call Given to an Officer",1
"Wendell",2021-01-01,"INVESTIGATION","Investigated",3
"Wendell",2021-01-01,"INVESTIGATION","Report Taken",1
"Wendell",2021-01-01,"LARCENY","Services Rendered",1
"Wendell",2021-01-01,"LINE DOWN, POWER,PHONE OR CABL","Services Rendered",5
"Wendell",2021-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Utility",4
"Wendell",2021-01-01,"MEDICAL EMERGENCY","ATHOL MEMORIAL HOSPITAL",17
"Wendell",2021-01-01,"MEDICAL EMERGENCY","FRANKLIN MEDICAL CENTER",25
"Wendell",2021-01-01,"MEDICAL EMERGENCY","HENRY HEYWOOD HOSP",1
"Wendell",2021-01-01,"MEDICAL EMERGENCY","No Transport/ Patient Refusal",2
"Wendell",2021-01-01,"MEDICAL EMERGENCY","Patient Refusal",3
"Wendell",2021-01-01,"MEDICAL EMERGENCY","Services Rendered",3
"Wendell",2021-01-01,"MISSING PERSON","Investigated",1
"Wendell",2021-01-01,"MISSING PERSON","Services Rendered",1
"Wendell",2021-01-01,"MISCELLANEOUS","Call Given to an Officer",1
"Wendell",2021-01-01,"MISCELLANEOUS","Investigated",1
"Wendell",2021-01-01,"MISCELLANEOUS","No Action Required",3
"Wendell",2021-01-01,"MISCELLANEOUS","Services Rendered",5
"Wendell",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","ATHOL MEMORIAL HOSPITAL",1
"Wendell",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Report Taken",4
"Wendell",2021-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Vehicle Towed",4
"Wendell",2021-01-01,"MOTOR VEHICLE COMPLAINT","Investigated",1
"Wendell",2021-01-01,"MOTOR VEHICLE COMPLAINT","No Action Required",1
"Wendell",2021-01-01,"MOTOR VEHICLE COMPLAINT","Report Taken",7
"Wendell",2021-01-01,"MOTOR VEHICLE COMPLAINT","Services Rendered",3
"Wendell",2021-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Report Taken",1
"Wendell",2021-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Vehicle Towed",1
"Wendell",2021-01-01,"MOTOR VEHICLE VIOLATION","Citation/Warning Issued",6
"Wendell",2021-01-01,"MOTOR VEHICLE VIOLATION","CRIMINAL APPLICATION",3
"Wendell",2021-01-01,"MOTOR VEHICLE VIOLATION","Verbal Warning",25
"Wendell",2021-01-01,"NOISE COMPLAINT","Dispatch Handled",2
"Wendell",2021-01-01,"NOISE COMPLAINT","Investigated",4
"Wendell",2021-01-01,"NOISE COMPLAINT","Report Taken",2
"Wendell",2021-01-01,"NOISE COMPLAINT","Services Rendered",4
"Wendell",2021-01-01,"NOISE COMPLAINT","TRANSFERRED TO STATE POLICE",7
"Wendell",2021-01-01,"NOTIFICATION","Call Given to an Officer",1
"Wendell",2021-01-01,"NOTIFICATION","Faxed To Station",1
"Wendell",2021-01-01,"NOTIFICATION","Notification",2
"Wendell",2021-01-01,"NOTIFICATION","Services Rendered",1
"Wendell",2021-01-01,"OFFICER WANTED","Investigated",4
"Wendell",2021-01-01,"OFFICER WANTED","Report Taken",1
"Wendell",2021-01-01,"OFFICER WANTED","Peace Restored",1
"Wendell",2021-01-01,"OFFICER WANTED","Services Rendered",2
"Wendell",2021-01-01,"PAPERWORK SERVICE","Dispatch Handled",1
"Wendell",2021-01-01,"PAPERWORK SERVICE","Negative Contact",8
"Wendell",2021-01-01,"PAPERWORK SERVICE","Notification",1
"Wendell",2021-01-01,"PAPERWORK SERVICE","SERVED IN HAND",16
"Wendell",2021-01-01,"PAPERWORK SERVICE","Services Rendered",1
"Wendell",2021-01-01,"PARKING COMPLAINT","No Action Required",1
"Wendell",2021-01-01,"PARKING COMPLAINT","Verbal Warning",1
"Wendell",2021-01-01,"PATROL AREA","Checks Okay",2
"Wendell",2021-01-01,"PATROL AREA","Investigated",1
"Wendell",2021-01-01,"PATROL AREA","Services Rendered",5
"Wendell",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","No Action Required",51
"Wendell",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","Report Taken",1
"Wendell",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","Services Rendered",42
"Wendell",2021-01-01,"RADAR/TRAFFIC ENFORCEMENT","Verbal Warning",1
