id,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q1_f,Q2,Q3,Q4,Q5,QPID,ABCAGE,Contact,weights_pid
7230202,English,qualified,63,Master’s degree or above,Bachelors degree or higher,Female,"Black, Non-Hispanic",1,"$75,000 to $99,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Not so concerned,Yes,Good,Optimistic,An Independent,50-64,"No, I am not willing to be interviewed",2.2728
7230203,English,qualified,33,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.5659
7230204,English,qualified,81,Some college or Associate degree,Some college,Female,"2+ Races, Non-Hispanic",3,"$50,000 to $74,999",Divorced,Metro area,West,Rented for cash,Oregon,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.8256
7230205,English,qualified,56,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Non-metro area,South,Owned or being bought by you or someone in your household,Alabama,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.4878
7230206,English,qualified,41,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.0386
7230207,English,qualified,30,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"Less than $10,000",Never married,Non-metro area,South,Owned or being bought by you or someone in your household,Arkansas,Other,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Not so good,Pessimistic,Something else,30-49,"No, I am not willing to be interviewed",1.3772
7230208,English,qualified,25,Bachelor’s degree,Bachelors degree or higher,Male,Hispanic,4,"$25,000 to $49,999",Now Married,Metro area,West,Occupied without payment of cash rent,California,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Disapprove,Somewhat concerned,Yes,Good,Optimistic,A Democrat,18-29,"Yes, I am willing to be interviewed",1.8662
7230209,English,qualified,65,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Kentucky,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.6826
7230210,English,qualified,40,Bachelor’s degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",.7797
7230211,English,qualified,59,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not so concerned,Yes,Poor,Pessimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.5717
7230212,English,qualified,54,No high school diploma or GED,Less than high school,Male,"Black, Non-Hispanic",3,"$75,000 to $99,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Homemaker,Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",2.2466
7230213,English,qualified,50,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",2,"$50,000 to $74,999",Never married,Metro area,NorthEast,Rented for cash,New Jersey,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",2.2064
7230214,English,qualified,45,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Skipped,Poor,Pessimistic,Skipped,30-49,"No, I am not willing to be interviewed",1.153
7230215,English,qualified,65,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Retired,Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,An Independent,65+,"No, I am not willing to be interviewed",.5579
7230216,English,qualified,29,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,5,"$100,000 to $149,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,No,Poor,Pessimistic,A Democrat,18-29,"No, I am not willing to be interviewed",2.0155
7230217,English,qualified,63,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$10,000 to $24,999",Never married,Metro area,NorthEast,Rented for cash,Pennsylvania,Employed part-time (by someone else),Working part-time,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.4259
7230218,English,qualified,88,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Retired,Not working,Approve,Approve,Approve,Disapprove,Skipped,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.5334
7230219,English,qualified,35,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",6 or more,"$100,000 to $149,999",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,South Dakota,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not concerned at all,Yes,Poor,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.9449
7230220,English,qualified,72,Bachelor’s degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",1,"$100,000 to $149,999",Divorced,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,Approve,Approve,Approve,Disapprove,Skipped,Disapprove,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.5712
7230221,English,qualified,43,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Divorced,Metro area,South,Rented for cash,Tennessee,Other,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,No,Not so good,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.329
7230222,English,qualified,46,Master’s degree or above,Bachelors degree or higher,Female,"Black, Non-Hispanic",1,"$75,000 to $99,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",1.5727
7230223,English,qualified,45,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$150,000 or more",Never married,Metro area,West,Rented for cash,Oregon,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,An Independent,30-49,"Yes, I am willing to be interviewed",.8065
7230224,English,qualified,25,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Self-employed,Not working,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Not so concerned,No,Good,Optimistic,Something else,18-29,"No, I am not willing to be interviewed",1.8931
7230225,English,qualified,84,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Mississippi,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.5126
7230226,English,qualified,81,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Nebraska,Retired,Not working,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Somewhat concerned,Yes,Good,Optimistic,A Republican,65+,"No, I am not willing to be interviewed",.7218
7230227,English,qualified,46,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Not concerned at all,Yes,Good,Optimistic,A Republican,30-49,"No, I am not willing to be interviewed",.7556
7230228,English,qualified,19,Some college or Associate degree,Some college,Female,"2+ Races, Non-Hispanic",4,"$50,000 to $74,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Full Time Student,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Excellent,Optimistic,A Democrat,18-29,"No, I am not willing to be interviewed",1.5871
7230229,English,qualified,50,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Homemaker,Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,No,Poor,Pessimistic,An Independent,50-64,"No, I am not willing to be interviewed",1.1562
7230230,English,qualified,68,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$50,000 to $74,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,Approve,Approve,Disapprove,Approve,Approve,Approve,Somewhat concerned,Yes,Not so good,Optimistic,An Independent,65+,"No, I am not willing to be interviewed",1.014
7230231,English,qualified,73,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Retired,Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.4005
7230232,English,qualified,74,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Disapprove,Somewhat concerned,Yes,Good,Optimistic,An Independent,65+,"Yes, I am willing to be interviewed",2.043
7230233,English,qualified,54,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Not so concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.5318
