index,Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
1229,Duel in the Pool 2022,58.73,08-20-22,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,07-12-01,130,Sydney,AUS,0:0:58:73
1230,22nd Commonwealth Games 2022,58.73,07-31-22,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,01-18-96,131,Birmingham,GBR,0:0:58:73
1231,TYR Pro Swim Series San Antonio 2022,58.73,04-01-22,Women 100 Backstroke LCM Female,USA,United States of America,"CURZAN, Claire",F,06-30-04,132,San Antonio,USA,0:0:58:73
1232,European Championships 2021,58.73,05-20-21,Women 100 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,05-22-94,133,Budapest,HUN,0:0:58:73
1233,TYR Pro Swim Series Richmond 2019,58.73,04-12-19,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10-12-94,134,Richmond,USA,0:0:58:73
1234,European Championships 2016,58.73,05-19-16,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,09-25-96,135,London,GBR,0:0:58:73
1235,Australian National Championships (50m),58.73,04-08-16,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,136,Adelaide,AUS,0:0:58:73
1236,US Olympic Team Trials - Wave II,58.73,06-14-21,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,04-18-99,101,Omaha,USA,0:0:58:73
1237,Chinese National Championships (50m),58.73,09-28-20,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10-12-95,102,Qingdao,CHN,0:0:58:73
1238,FINA Swimming World Cup 2019,58.73,08-02-19,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,08-02-94,103,Tokyo,JPN,0:0:58:73
1239,Edinburgh International Swim Meet,58.73,03-16-19,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,104,Edinburgh,GBR,0:0:58:73
1240,Eindhoven Qualification Meet,58.74,04-11-21,Women 100 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,05-22-94,137,Eindhoven,NED,0:0:58:74
1241,13th FINA World Championships 2009,58.74,07-27-09,Women 100 Backstroke LCM Female,GBR,Great Britain,"SPOFFORTH, Gemma",F,11-17-87,138,Rome,ITA,0:0:58:74
1242,US Olympic Team Trials - Wave II,58.74,06-14-21,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,09-16-93,105,Omaha,USA,0:0:58:74
1243,European Championships 2021,58.74,05-17-21,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,106,Budapest,HUN,0:0:58:74
1244,Mission Viejo Swim Meet of Champions,58.74,06-23-19,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10-12-95,107,Mission Viejo,USA,0:0:58:74
1245,US National Championships (50m),58.74,06-30-17,Men 100 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,08-13-93,108,Indianapolis,USA,0:0:58:74
1246,European Championships 2016,58.74,05-16-16,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,109,London,GBR,0:0:58:74
1247,British Championships 2016,58.74,04-12-16,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,110,Glasgow,GBR,0:0:58:74
1248,US National Championships (50m),58.75,07-28-18,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10-12-94,139,Irvine,USA,0:0:58:75
1249,Olympic Games Rio 2016,58.75,08-13-16,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,09-25-96,140,Rio de Janeiro,BRA,0:0:58:75
1250,Olympic Games Rio 2016,58.75,08-08-16,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,02-28-97,141,Rio de Janeiro,BRA,0:0:58:75
1251,16th FINA World Championships 2015,58.75,08-04-15,Women 100 Backstroke LCM Female,AUS,Australia,"WILSON, Madison",F,05-31-94,142,Kazan,RUS,0:0:58:75
1252,Olympic Games Tokyo 2020,58.75,07-24-21,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10-12-95,111,Tokyo,JPN,0:0:58:75
1253,European Championships 2021,58.75,05-18-21,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,08-02-94,112,Budapest,HUN,0:0:58:75
1254,Italian Winter National Championships (50m),58.75,12-12-19,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,08-01-99,113,Riccione,ITA,0:0:58:75
1255,Olympic Games Rio 2016,58.76,08-08-16,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,01-18-96,143,Rio de Janeiro,BRA,0:0:58:76
1256,Olympic Games Rio 2016,58.76,08-08-16,Women 100 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,01-07-96,144,Rio de Janeiro,BRA,0:0:58:76
1257,British National Swimming Championships (50m),58.76,04-14-21,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11-12-93,114,London,GBR,0:0:58:76
1258,19th FINA World Championships Budapest 2022,58.77,06-25-22,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,07-12-01,145,Budapest,HUN,0:0:58:77
1259,TYR Pro Swim Series Indianapolis 2021,58.77,05-15-21,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,02-09-02,146,Indianapolis,USA,0:0:58:77
1260,Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2018,58.77,06-13-18,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,02-28-97,147,Barcelona,ESP,0:0:58:77
1261,17th FINA World Championships 2017,58.77,07-25-17,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10-12-94,148,Budapest,HUN,0:0:58:77
1262,Olympic Games Rio 2016,58.77,08-13-16,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,01-18-96,149,Rio de Janeiro,BRA,0:0:58:77
1263,Olympic Games Beijing 2008,58.77,08-11-08,Women 100 Backstroke LCM Female,ZIM,Zimbabwe,"COVENTRY, Kirsty",F,09-16-83,150,Beijing,CHN,0:0:58:77
1264,Swimmeet Amsterdam,58.77,07-03-21,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,115,Amsterdam,NED,0:0:58:77
1265,Belarus National Championships (50m),58.77,04-21-21,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,08-02-94,116,Brest,BLR,0:0:58:77
1266,16th FINA World Championships 2015,58.78,08-03-15,Women 100 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,151,Kazan,RUS,0:0:58:78
1267,13th FINA World Championships 2009,58.78,07-27-09,Women 100 Backstroke LCM Female,GBR,Great Britain,"SPOFFORTH, Gemma",F,11-17-87,152,Rome,ITA,0:0:58:78
1268,Phillips 66 International Team Trials 2022,58.78,04-29-22,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,04-18-99,117,Greensboro,USA,0:0:58:78
1269,Italian National Championships (50m),58.78,04-10-22,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,08-01-99,118,Milano,ITA,0:0:58:78
1270,Rotterdam Qualification Meet,58.78,12-05-20,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,119,Rotterdam,NED,0:0:58:78
1271,McCullagh International 2020,58.78,02-20-20,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,120,Bangor,IRL,0:0:58:78
1272,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,58.78,06-11-19,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,121,Canet-en-Roussillon,FRA,0:0:58:78
1273,Mare Nostrum - 36th Meeting International de Natation de Monte Carlo 2018,58.78,06-16-18,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,122,Monaco,MON,0:0:58:78
1274,Edinburgh International Swim Meet,58.78,03-03-18,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,123,Edinburgh,GBR,0:0:58:78
1275,22nd Commonwealth Games 2022,58.79,08-03-22,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,07-12-01,153,Birmingham,GBR,0:0:58:79
1276,TYR Pro Swim Series Des Moines 2020,58.79,03-07-20,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,02-09-02,154,Des Moines,USA,0:0:58:79
1277,18th FINA World Championships 2019,58.79,07-28-19,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10-12-94,155,Gwangju,KOR,0:0:58:79
1278,13th Pan Pacific Championships 2018,58.79,08-10-18,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,156,Tokyo,JPN,0:0:58:79
1279,15th FINA World Championships 2013,58.79,08-04-13,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,157,Barcelona,ESP,0:0:58:79
1280,Meeting International FFN - Golden Tour,58.79,03-24-19,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,08-02-94,124,Marseille,FRA,0:0:58:79
1281,17th FINA World Championships 2017,58.79,07-24-17,Men 100 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,08-13-93,125,Budapest,HUN,0:0:58:79
1282,15th FINA World Championships 2013,58.79,07-29-13,Men 100 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12-19-85,126,Barcelona,ESP,0:0:58:79
1283,17th FINA World Championships 2017,58.80,07-24-17,Women 100 Backstroke LCM Female,HUN,Hungary,"HOSSZU, Katinka",F,05-03-89,158,Budapest,HUN,0:0:58:80
1284,Olympic Games Rio 2016,58.80,08-08-16,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,09-25-96,159,Rio de Janeiro,BRA,0:0:58:80
1285,US Olympic Team Trials - Wave II,58.80,06-14-21,Men 100 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,07-03-93,127,Omaha,USA,0:0:58:80
1286,US Olympic Team Trials - Wave II,58.80,06-13-21,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,09-16-93,128,Omaha,USA,0:0:58:80
1287,European Championships 2021,58.80,05-17-21,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11-12-93,129,Budapest,HUN,0:0:58:80
1288,TYR Pro Swim Series Indianapolis 2021,58.81,05-15-21,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,02-09-02,160,Indianapolis,USA,0:0:58:81
1289,16th FINA World Championships 2015,58.81,08-09-15,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,161,Kazan,RUS,0:0:58:81
1290,19th FINA World Championships Budapest 2022,58.81,06-18-22,Men 100 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,07-03-93,130,Budapest,HUN,0:0:58:81
1291,US Olympic Team Trials - Wave II,58.82,06-15-21,Women 100 Backstroke LCM Female,USA,United States of America,"BERKOFF, Katharine",F,01-28-01,162,Omaha,USA,0:0:58:82
1292,TAC Spring Invitational 2021 (50m),58.82,05-15-21,Women 100 Backstroke LCM Female,USA,United States of America,"CURZAN, Claire",F,06-30-04,163,Cary,USA,0:0:58:82
1293,TYR Pro Swim Series Bloomington 2019,58.82,05-19-19,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,02-09-02,164,Bloomington,USA,0:0:58:82
1294,TYR Pro Swim Series Indianapolis 2021,58.82,05-13-21,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,04-18-99,131,Indianapolis,USA,0:0:58:82
1295,Manchester International Swim Meet,58.82,02-12-21,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,132,Manchester,GBR,0:0:58:82
1296,Japan Open 2017 (50m),58.82,05-19-17,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,133,Tokyo,JPN,0:0:58:82
1297,22nd Commonwealth Games 2022,58.83,07-30-22,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,01-18-96,165,Birmingham,GBR,0:0:58:83
1298,18th FINA World Championships 2019,58.83,07-22-19,Women 100 Backstroke LCM Female,CAN,Canada,"RUCK, Taylor",F,05-28-00,166,Gwangju,KOR,0:0:58:83
1299,13th Pan Pacific Championships 2018,58.83,08-10-18,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,02-28-97,167,Tokyo,JPN,0:0:58:83
1300,US National Championships (50m),58.83,07-28-18,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,02-09-02,168,Irvine,USA,0:0:58:83
1301,17th FINA World Championships 2017,58.83,07-25-17,Women 100 Backstroke LCM Female,RUS,Russian Federation,"FESIKOVA, Anastasiia",F,05-08-90,169,Budapest,HUN,0:0:58:83
1302,Olympic Games Rio 2016,58.83,08-13-16,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,170,Rio de Janeiro,BRA,0:0:58:83
1303,Olympic Games London 2012,58.83,07-30-12,Women 100 Backstroke LCM Female,JPN,Japan,"TERAKAWA, Aya",F,11-12-84,171,London,GBR,0:0:58:83
1304,Russian National  Championships (50m),58.83,10-26-20,Men 100 Breaststroke LCM Male,RUS,Russian Federation,"CHUPKOV, Anton",M,02-22-97,134,Kazan,RUS,0:0:58:83
1305,FINA Champions Swim Series 2020,58.83,01-18-20,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10-12-95,135,Beijing,CHN,0:0:58:83
1306,18th FINA World Championships 2019,58.83,07-21-19,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11-12-93,136,Gwangju,KOR,0:0:58:83
1307,Olympic Games London 2012,58.83,07-28-12,Men 100 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,05-25-88,137,London,GBR,0:0:58:83
1308,Olympic Games Rio 2016,58.84,08-07-16,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,02-28-97,172,Rio de Janeiro,BRA,0:0:58:84
1309,Olympic Games Rio 2016,58.84,08-07-16,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,02-28-97,173,Rio de Janeiro,BRA,0:0:58:84
1310,16th FINA World Championships 2015,58.84,08-03-15,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,09-25-96,174,Kazan,RUS,0:0:58:84
1311,12th Pan Pacific Championships 2014,58.84,08-21-14,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,175,Gold Coast,AUS,0:0:58:84
1312,Japan National Championships (50m),58.84,04-11-13,Women 100 Backstroke LCM Female,JPN,Japan,"TERAKAWA, Aya",F,11-12-84,176,Nagaoka,JPN,0:0:58:84
1313,Olympic Games Tokyo 2020,58.84,07-26-21,Men 100 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,04-18-99,138,Tokyo,JPN,0:0:58:84
1314,21st Commonwealth Games 2018,58.84,04-07-18,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,139,Gold Coast,AUS,0:0:58:84
1315,18th FINA World Championships 2019,58.85,07-23-19,Women 100 Backstroke LCM Female,AUS,Australia,"ATHERTON, Minna",F,05-17-00,177,Gwangju,KOR,0:0:58:85
1316,17th FINA World Championships 2017,58.85,07-24-17,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,178,Budapest,HUN,0:0:58:85
1317,US Olympic Team Trials,58.85,06-25-12,Women 100 Backstroke LCM Female,USA,United States of America,"FRANKLIN, Missy",F,05-10-95,179,Omaha,USA,0:0:58:85
1318,Q-Cup Heidelberg,58.85,04-02-22,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,140,Heidelberg,GER,0:0:58:85
1319,Open Age Long Cours Clubs Championship,58.85,08-03-19,Men 100 Breaststroke LCM Male,TUR,Turkey,"SAKCI, Huseyin",M,11-15-97,141,Istanbul,TUR,0:0:58:85
1320,Olympic Games Tokyo 2020,58.86,07-25-21,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,180,Tokyo,JPN,0:0:58:86
1321,Hancock Prospecting Australian Swimming Trials 2021,58.86,06-13-21,Women 100 Backstroke LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,04-02-04,181,Adelaide,AUS,0:0:58:86
1322,TYR Pro Swim Series Knoxville 2020,58.86,01-18-20,Women 100 Backstroke LCM Female,USA,United States of America,"BACON, Phoebe",F,08-12-02,182,Knoxville,USA,0:0:58:86
1323,17th FINA World Championships 2017,58.86,07-30-17,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,01-18-96,183,Budapest,HUN,0:0:58:86
1324,16th FINA World Championships 2015,58.86,08-04-15,Women 100 Backstroke LCM Female,DEN,Denmark,"NIELSEN, Mie Oe",F,09-25-96,184,Kazan,RUS,0:0:58:86
1325,18th Asian Games 2018,58.86,08-22-18,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,142,Jakarta,INA,0:0:58:86
1326,Arena Pro Swim Indianapolis 2017,58.86,03-04-17,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,143,Indianapolis,USA,0:0:58:86
1327,The National Games,58.87,09-19-21,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10-12-95,144,Xian,CHN,0:0:58:87
1328,Manchester International Swim Meet,58.87,02-12-21,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,145,Manchester,GBR,0:0:58:87
1329,18th FINA World Championships 2019,58.87,07-21-19,Men 100 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,08-02-94,146,Gwangju,KOR,0:0:58:87
1330,Olympic Games Rio 2016,58.87,08-07-16,Men 100 Breaststroke LCM Male,USA,United States of America,"MILLER, Cody",M,01-09-92,147,Rio de Janeiro,BRA,0:0:58:87
1331,Australian National Championships (50m),58.87,04-01-14,Men 100 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12-19-85,148,Brisbane,AUS,0:0:58:87
1332,US Olympic Team Trials - Wave II,58.88,06-14-21,Women 100 Backstroke LCM Female,USA,United States of America,"BERKOFF, Katharine",F,01-28-01,185,Omaha,USA,0:0:58:88
1333,US Olympic Team Trials - Wave II,58.88,06-14-21,Women 100 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,01-25-00,186,Omaha,USA,0:0:58:88
1334,FINA/airweave Swimming World Cup 2015,58.88,09-26-15,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,187,Hong Kong,HKG,0:0:58:88
1335,FINA/airweave Swimming World Cup 2015,58.88,08-12-15,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,188,Moscow,RUS,0:0:58:88
1336,13th FINA World Championships 2009,58.88,07-28-09,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,189,Rome,ITA,0:0:58:88
1337,European Championships 2021,58.88,05-17-21,Men 100 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,08-01-99,149,Budapest,HUN,0:0:58:88
1338,19th FINA World Championships Budapest 2022,58.89,06-19-22,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,01-18-96,190,Budapest,HUN,0:0:58:89
1339,BHP Aquatic Super Series 2015,58.89,01-31-15,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,191,Perth,AUS,0:0:58:89
1340,19th FINA World Championships Budapest 2022,58.89,06-18-22,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,150,Budapest,HUN,0:0:58:89
1341,18th FINA World Championships 2019,58.89,07-21-19,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,151,Gwangju,KOR,0:0:58:89
1342,Hancock Prospecting National Championships Australia (50m),58.90,02-28-18,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,192,Gold Coast,AUS,0:0:58:90
1343,NSW State Open Championships 2015,58.90,02-28-15,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,193,Sydney,AUS,0:0:58:90
1344,McCullagh International 2020,58.90,02-20-20,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,152,Bangor,IRL,0:0:58:90
1345,Japan National Championships (50m),58.90,04-02-12,Men 100 Breaststroke LCM Male,JPN,Japan,"KITAJIMA, Kosuke",M,09-22-82,153,Tokyo,JPN,0:0:58:90
1346,Phillips 66 National Championships (50m) 2022,58.91,07-29-22,Women 100 Backstroke LCM Female,USA,United States of America,"WHITE, Rhyan",F,01-25-00,194,Irvine,USA,0:0:58:91
1347,Rotterdam Qualification Meet,58.91,12-06-20,Women 100 Backstroke LCM Female,NED,Netherlands,"TOUSSAINT, Kira",F,05-22-94,195,Rotterdam,NED,0:0:58:91
1348,18th FINA World Championships 2019,58.91,07-23-19,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,10-12-94,196,Gwangju,KOR,0:0:58:91
1349,18th FINA World Championships 2019,58.91,07-22-19,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,01-18-96,197,Gwangju,KOR,0:0:58:91
1350,21st Commonwealth Games 2018,58.91,04-06-18,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,198,Gold Coast,AUS,0:0:58:91
1351,FINA/airweave Swimming World Cup 2015,58.91,08-16-15,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,199,Paris-Chartres,FRA,0:0:58:91
1352,Australian National Championships (50m),58.91,04-04-15,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,06-05-92,200,Sydney,AUS,0:0:58:91
1353,18th FINA World Championships 2019,58.91,07-21-19,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,154,Gwangju,KOR,0:0:58:91
1354,Olympic Games Rio 2016,58.91,08-06-16,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,155,Rio de Janeiro,BRA,0:0:58:91
1355,Olympic Games Beijing 2008,58.91,08-11-08,Men 100 Breaststroke LCM Male,JPN,Japan,"KITAJIMA, Kosuke",M,09-22-82,156,Beijing,CHN,0:0:58:91
1356,Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,58.92,06-11-19,Men 100 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,12-28-94,157,Canet-en-Roussillon,FRA,0:0:58:92
1357,National Chinese Championships (50m),58.92,04-08-17,Men 100 Breaststroke LCM Male,CHN,People's Republic of China,"YAN, Zibei",M,10-12-95,158,Qingdae,CHN,0:0:58:92
1358,19th FINA World Championships Budapest 2022,58.93,06-19-22,Men 100 Breaststroke LCM Male,GBR,Great Britain,"WILBY, James",M,11-12-93,159,Budapest,HUN,0:0:58:93
1359,FINA Swimming World Cup 2019,58.93,08-15-19,Men 100 Breaststroke LCM Male,USA,United States of America,"WILSON, Andrew",M,09-16-93,160,Singapore,SGP,0:0:58:93
1360,18th FINA World Championships 2019,58.93,07-22-19,Men 100 Breaststroke LCM Male,JPN,Japan,"KOSEKI, Yasuhiro",M,03-14-92,161,Gwangju,KOR,0:0:58:93
1361,Olympic Games London 2012,58.93,07-29-12,Men 100 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,12-19-85,162,London,GBR,0:0:58:93
1362,Eindhoven Qualification Meet,58.94,04-10-22,Men 100 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,10-22-95,163,Eindhoven,NED,0:0:58:94
